Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
SANW,S&W Seed Company,4.7,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,9.85,246250000,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.4,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,1,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Healthcare REIT, Inc.",25.75,1680440777,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",26.05,149787500,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,24.76,6938412993,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",6.7,62601537,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",72.8,1102965063,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",53.22,1978037000,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",47.55,1198610967,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SAJA,"Sajan, Inc.",3.899,18701097,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
SALM,"Salem Media Group, Inc.",6.55,169143440,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",38,104807268,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",90.73,2063169987,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",39.33,939578951,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",3.65,257777082,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,35.35,2595432279,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.46,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,13.35,652296766,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",32.66,1782921811,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"SB Financial Group, Inc.",16.49,80018566,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",14.2,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,105.53,13093407122,n/a,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",40.35,1014785795,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",1.69,5063088,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",22.85,617027119,n/a,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,45.81,1579922720,n/a,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",10.4,530957263,n/a,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,15.95,1396672070,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SNI,"Scripps Networks Interactive, Inc",74.14,9572055702,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,"SCYNEXIS, Inc.",3.28,78689178,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",2.55,89777995,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,21.11,802974010,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,36.47,10741245750,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,1.15,36799322,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.27,0,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
SRSC,Sears Canada Inc. ,1.55,157910376,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
SHLD,Sears Holdings Corporation,9.33,998620241,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,3.03,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",3.85,87457108,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,7.51,84151668,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",58.79,8321880058,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",1.63,68862535,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
SCWX,SecureWorks Corp.,10.85,875281967,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,7.1496,111560299,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,50.23,8036743893,n/a,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",10,116338240,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SCSS,Select Comfort Corporation,20.57,924436370,n/a,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SIR,Select Income REIT,25.39,2270600076,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SELB,"Selecta Biosciences, Inc.",14.93,271579387,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",42.15,2438643930,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,3.7,13013973,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,32.2,2113506023,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,39.7,388231540,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,43,420502676,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",8.815,89283486,n/a,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,19.02,4518125719,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,23.99,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,25.16,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
SNMX,"Senomyx, Inc.",1.07,48154585,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",4.9918,67619771,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",0.624,0,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
SQBG,"Sequential Brands Group, Inc.",4.56,284885371,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",10.15,409610893,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",5.31,461619827,n/a,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",37.22,1957772000,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SEV,"Sevcon, Inc.",8.75,46742439,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,Severn Bancorp Inc,7.1,85941091,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGOC,"SGOCO Group, Ltd",3.35,31449559,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SMED,Sharps Compliance Corp,4.54,72213739,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",5.2975,44279021,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,26.25,1284029381,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHLO,"Shiloh Industries, Inc.",10.37,182657761,n/a,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",3.85,80981177,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,161.71,13173418762,81463229,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",25.37,467376922,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,15.55,196937593,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SHOR,"ShoreTel, Inc.",7,475612746,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SFLY,"Shutterfly, Inc.",52.33,1776349124,n/a,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",14.8,180709539,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,3.04,67150475,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
SIEN,"Sientra, Inc.",8.24,153216678,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,27.09,373600926,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",1.38,41906348,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",15.8,504184273,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,0.93,23340466,25097275,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",6.3,238275809,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGMA,"SigmaTron International, Inc.",4.58,19175604,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SGNL,"Signal Genetics, Inc.",9.99,7408204,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/sgnl
SBNY,Signature Bank,154.45,8434617209,n/a,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,120,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,54.78,3015702435,n/a,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,39.76,292099345,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",65.2,2721955452,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,42.74,1506149437,35239809,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",7.44,319531208,42947743,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSRI,Silver Standard Resources Inc.,10.04,1198794022,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
SAMG,Silvercrest Asset Management Group Inc.,13.2,170814600,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SFNC,Simmons First National Corporation,60.3,1886010155,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",10.05,173169520,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,67.74,4801490320,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",32.25,2922959110,n/a,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",3.19,26414907,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",5.86,333472447,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,4.59,22146227181,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",2.32,47980029,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",2.08,28265688,13589273,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys
SKLN,Skyline Medical Inc.,2.3,10498184,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
SPU,"SkyPeople Fruit Juice, Inc.",6.5,26397085,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu
SKYW,"SkyWest, Inc.",36.85,1906682529,n/a,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",88.67,16476120818,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SLM,SLM Corporation,11.47,4912230817,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMAP,SLM Corporation,50.101,165333300,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
SLMBP,SLM Corporation,57,228000000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SND,"Smart Sand, Inc.",18.96,741643342,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",19,111879752,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
SMSI,"Smith Micro Software, Inc.",1.85,22800170,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.36,22453845,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
LNCE,"Snyder&#39;s-Lance, Inc.",37.79,3633927856,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SRAX,"Social Reality, Inc.",3.24,25281662,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",3.87,22695634,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
SODA,SodaStream International Ltd.,41.09,867168168,n/a,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,39.1,1514456038,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,21.25,897781156,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,16.76,268579184,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",13.45,552299959,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SNGX,"Soligenix, Inc.",2.48,13481414,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",0.43,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw
SONC,Sonic Corp.,25.4,1115940364,n/a,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",4.888,21563700,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SNOA,"Sonoma Pharmaceuticals, Inc.",5.15,21694020,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.389,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw
SONS,"Sonus Networks, Inc.",6.19,306014566,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SPHS,"Sophiris Bio, Inc.",2.92,87914320,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",2.9,55984271,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",5.4,274765964,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,7.02,104946550,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,25.025,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohob
SOHOM,Sotherly Hotels LP,26.3472,0,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom
SFBC,"Sound Financial Bancorp, Inc.",29.236,73049187,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,86.75,2100982635,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
SFST,"Southern First Bancshares, Inc.",34.85,222435910,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",34.1,253597813,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",16.1,197444652,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",36.89,1052168870,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
OKSB,"Southwest Bancorp, Inc.",27.95,522213524,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
SP,SP Plus Corporation,28.2,630455725,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp
SPAN,"Span-America Medical Systems, Inc.",20.68,56986325,n/a,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span
SGRP,"SPAR Group, Inc.",1.04,21465070,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",29.3,489934119,n/a,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke
ONCE,"Spark Therapeutics, Inc.",57.24,1761449268,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",8.3,285547996,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,38.63,1447899644,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,24.5374,12268700,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwfi
SPPI,"Spectrum Pharmaceuticals, Inc.",4.595,370163707,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
ANY,Sphere 3D Corp.,0.3471,18008589,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,1.24,5977987,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
SPI,"SPI Energy Co., Ltd.",1.646,103362458,62796147,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
SAVE,"Spirit Airlines, Inc.",56.68,3929199073,n/a,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
SPLK,Splunk Inc.,53.78,7295836318,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",20.8,427198138,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",8.09,341762851,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
SBPH,"Spring Bank Pharmaceuticals, Inc.",7.4,57483059,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph
FUND,"Sprott Focus Trust, Inc.",7.04,168971426,n/a,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund
